,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,google_id,google_type,google_reviews
52,94110.0,Ogden Terrace Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.15,9.0,171609,"700 Ogden Ave San Francisco, CA (37.73580357, -122.41203411)",37.73580357,-122.41203411,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",ChIJ_Q1-D_h-j4ARKf_klTX7ncY,"[park, point_of_interest, establishment]",no reviews
53,94110.0,FRANKLIN SQUARE,Neighborhood Park or Playground,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,5.18,6.0,55,"16th San Francisco, CA (37.76501506, -122.4093148)",37.76501506,-122.4093148,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",ChIJv225NzB-j4ARVlS1BRuKM7o,"[park, point_of_interest, establishment]","Pitch needs some love from Parks and RecreationGreat location WITH parking.  Unfortunately the lighting is just adequate, and the synthetic turf is hard compared to other turf fields.O989No puedo tomar las pothos"
54,94110.0,POTRERO DEL SOL PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,4.36,10.0,49,"Potrero San Francisco, CA (37.75060695, -122.40507971)",37.75060695,-122.40507971,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",ChIJI-kHTUx-j4ARXZWVjoYDkIQ,"[park, point_of_interest, establishment]","Best skatepark in the area. Lots of room to enjoy the grassy park or watch folks skate the park.Might just be the day I went but VERY windy. Still fun for the family. Surprisingly big park, with rolling grassy hills, skateboard park, community garden, and a play structure. Not the cleanest place - you can tell teens come at night to hangout and smoke. Had restrooms, but they were locked in the Sunday we were there. A bit noisy from the freeway.My experience: 
New in the area...My son wanted to check out this park. 5 minutes in the park and we see - 2 black guys around 23 - 25 attacking a white guy punching him and taking away his phone from a backpack. The white guy runs away and his girlfriend takes his skate board and follows him. Everyone else continue skateboarding  and having fun after a bit of a shock ...Insane skate park a definite spot to check out if you're in the area. And the familia mural is amazing. "
55,94110.0,MISSION PLAYGROUND,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.03,8.0,61,"19th San Francisco, CA (37.7592917, -122.42230064)",37.7592917,-122.42230064,size_average,Mission District,"[Neighborhood Park or Playground, size_average, Mission District]",ChIJpXcopz1-j4ARbmHt7Xsp9e4,[premise],no reviews
56,94110.0,MISSION REC CENTER,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.63,9.0,59,"2450 Harrison St San Francisco, CA (37.75813659, -122.41292225)",37.75813659,-122.41292225,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]",ChIJF_JAG5yAhYARzm-uN-kzGXU,"[gym, health, point_of_interest, establishment]","Great staff! This is a great place to work off the ice cream you just enjoyed at Humprey Slocombe.
They have free weights, machines, ping pong, boxing, raquetball and nice music and videos. Just one caveat: don't try to work out in your jeans or topless.What? Racquet ball courts (yes plural), a boxing ring, indoor basketball, weight gym, ping pong tables, and then some. The best part, its all free.A hidden neighborhood treasure. Gym, boxing, weights, racket ball, ping pong and fitness equipment inside. Beautiful brick, vine-covered walled courtyard between the two buildings. Small play structure.Free recreation center."
57,94110.0,JURI COMMONS,Mini Park,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.32,9.0,23,"Guerrero San Francisco, CA (37.74950391, -122.42199245)",37.74950391,-122.42199245,size_small,Mission District,"[Mini Park, size_small, Mission District]",ChIJu5DesUF-j4ARvTGcExIJKlM,"[park, point_of_interest, establishment]",Pleasant shortcut from Guerrero to San Jose.
58,94110.0,PRENTISS MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.06,9.0,201,"Prentiss San Francisco, CA (37.74021712, -122.41187368)",37.74021712,-122.41187368,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]",ChIJGWGSRFd-j4ARvFDPIwhlf0M,[premise],no reviews
59,94110.0,KID POWER PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.23,6.0,191,"45 Hoff St San Francisco, CA (37.76415431, -122.42027989)",37.76415431,-122.42027989,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]",ChIJHfdIDiN-j4ARxX7eQAiNMt8,"[park, point_of_interest, establishment]","Great little park in a hidden location. Each section has something fun going on - a neat fountain, a climbing castle for little ones, and a rope dome for bigger ones."
60,94110.0,GARFIELD SQUARE,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.93,9.0,24,"26th San Francisco, CA (37.75020058, -122.4122356)",37.75020058,-122.4122356,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",ChIJ4YHTU09-j4ARQw8Xk1gAMLg,"[park, point_of_interest, establishment]","Nice soccer field with night lighting. The turf isn't that great any more due to use and patchy repair.Drunken Latinos hang out in front or on the side. Still a nice place but community park not so much. People from outside the area come and take over the playing fields.
Rick H.Decent park with playground and amenities. Came here for day of the dead and it was well worth it and at times pretty emotional with some of the personal altars.Cute little park. Cheap and okay pool at $5. Nice soccer fields. Small but good lawn area.Nice low key grass spot - boom"
61,94110.0,Good Prospect Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.11,9.0,21141,"100 Cortland Ave San Francisco, CA (37.74002499, -122.42097734)",37.74002499,-122.42097734,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",ChIJdW-LTVx-j4ARfEg-LrkV-RU,[premise],no reviews
62,94110.0,PARQUE NINOS UNIDOS,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.53,9.0,187,"23rd San Francisco, CA (37.75439053, -122.41356906)",37.75439053,-122.41356906,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]",ChIJL3M88Ud-j4ARKOu_oLmUWiE,"[park, point_of_interest, establishment]","Relatively new playground with structures for little and bigger kids, a sandbox, and a grassy area for ball or running around. I believe it also has programming at different times of the day.Es un lugar ag r adable para los ninos fiestas y por supoesto muy limpio gracias por la idea de construirlo en esa zona"
63,94110.0,ALIOTO MINI PARK,Mini Park,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.16,9.0,62,"20th San Francisco, CA (37.75890196, -122.41821702)",37.75890196,-122.41821702,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]",ChIJsdoT9zt-j4AREyXLfbrlaGk,"[park, point_of_interest, establishment]","One of my favorite places in the neighborhood. A local daycare comes in the afternoons and allows the kids to run wild though. That is the only downside. The children climb on the plants/trees, waste water, hit people, scream in people's faces and spray other people in the park with water while the adults just watch. They won't even attempt to control the kids if you complain about them hitting you. If you can avoid the crazy toddler time, this is a wonderful little green space with lots of flowers, birds, snails, dragonflies, butterflies and is usually quiet.Good design and a nice use of space.  Attractive plantings.  Playground equipment is a little run down and it's a bit popular with the local transients."
64,94110.0,COLERIDGE MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.21,9.0,34,"Coleridge San Francisco, CA (37.74442266, -122.41966647)",37.74442266,-122.41966647,size_huge,Mission District,"[Mini Park, size_huge, Mission District]",ChIJ92MvQUN-j4ARyxOTOwLjAMc,[premise],no reviews
65,94110.0,Dearborn Community Garden,Community Garden,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.15,8.0,137654,"59 Dearborn St San Francisco, CA (37.76237833, -122.42274353)",37.76237833,-122.42274353,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",ChIJAZPruCJ-j4AR4cgtL_b9khQ,"[park, point_of_interest, establishment]",truly an oasis so close to the valencia street madness and Dolores Park chaos. Please take time to smell the roses by the outside wall. 
66,94110.0,ST MARY'S REC CENTER,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,13.6,9.0,31,"Murray San Francisco, CA (37.73365828, -122.42064294)",37.73365828,-122.42064294,size_huge,Mission District,"[Neighborhood Park or Playground, size_huge, Mission District]",ChIJU4G6fV9-j4AR9LEYNmsx7ZY,"[point_of_interest, establishment]","Now I know what you're thinking: why is the creepy man with the beard avatar reviewing a playground? The answer is that I'm a sucker for virtual internet points (I'm almost a Google Level 3 Guide!) and I have no shame.

Anyway, I've been here twice while babysitting my friends' toddler and he just f@#$ing loved it, so I'm passing along what I assume would be his 4 star rating. Could have gotten 5 stars if there had been more random garbage for him to attempt to put in his mouth, but you can't have it all.I don't have kids, so I don't know about the playground, but the off leash dog park is wonderful. fenced off with picnic tables, water for you and your pooch, and plenty of room to run. I live in the neighborhood and this park is looked after by the residents.Fun play structure has long walkways that connect an artificial hill on one side with a real one on the other; a metal tube slide goes from the top of the hill down. The playground is in good condition. Basketball and tennis courts adjacent and baseball field and a rec center above. Restrooms are currently portable toilets due to construction.Good playground with a huge structure and lots of activities covering a good age range.  Bathrooms available most of the time at the rec center just up the hill.  Occasional drainage problems from problematic landscaping design choices, but nothing serious.  Supports a good age range.

Fenced all around, but there are a lot of easily-opened gates at different elevation levels and some vision blockers, so maintaining a perimeter around a group of kids requires several adults -- don't expect to be able to supervise from a single fixed location.What a fantastic playground.  There's toddler swings for the little ones, lots of playground equipment for the grade schoolers, and basketball/tennis courts for teens/adults.

It's clean, welcoming and we felt safe. A big thank-you to whoever maintains it because you're doing a wonderful job."
67,94110.0,Wolfe Lane Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.05,9.0,171608,"90 Rutledge St San Francisco, CA (37.74528401, -122.4066037)",37.74528401,-122.4066037,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",ChIJcYZRLFJ-j4ARay6Azekc9bo,[premise],no reviews
68,94110.0,PRECITA PARK,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,2.21,9.0,37,"3200 Folsom St San Francisco, CA (37.74706232, -122.41202466)",37.74706232,-122.41202466,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",ChIJJ0Y5z09-j4ARjWwcR9zGbQU,"[cafe, meal_takeaway, restaurant, food, point_of_interest, establishment]",Good coffee but a bit pricier than it should have been. Well located with outdoor seating right next to Precita Park. Delicious food and the best house made chai (with milk) I've had in San Francisco. The breakfast burrito was also very good. Nice folks running the place too. THIS PLACE KEEPS GETTING BETTER. Went in a few nights ago and had the gunudi and brisket thing for dinner.  SO GOOD.Good food and good coffee. Win win.Babies and douche bags. Good Bagley sandwich though
69,94110.0,JAMES ROLPH JR PLAYGROUND,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.93,9.0,50,"Potrero San Francisco, CA (37.7497274, -122.40623124)",37.7497274,-122.40623124,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",ChIJawsFzU1-j4ARPrjczQy4kXY,"[park, point_of_interest, establishment]",Ghetto as it gets but pretty chill most days had to fight a few bums Great play structures.Kind of dodgy
70,94111.0,JUSTIN HERMAN/EMBARCADERO PLAZA,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,4.33,3.0,138,"Clay San Francisco, CA (37.79487978, -122.39476577)",37.79487978,-122.39476577,size_large,Embarcadero North,"[Civic Plaza or Square, size_large, Embarcadero North]",ChIJrUM2mWaAhYARfx6a1ZmDF3c,"[neighborhood, political]",no reviews
71,94111.0,MARITIME PLAZA,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,2.01,3.0,142,"285 Washington St San Francisco, CA (37.79560513, -122.39923889)",37.79560513,-122.39923889,size_average,Embarcadero North,"[Civic Plaza or Square, size_average, Embarcadero North]",ChIJLTY_UGCAhYARqvWB2GQTfns,"[real_estate_agency, point_of_interest, establishment]",
72,94111.0,SUE BIERMAN PARK,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 601-7277,4.41,3.0,143,"Clay St San Francisco, CA (37.79592597, -122.3965106)",37.79592597,-122.3965106,size_large,Embarcadero North,"[Neighborhood Park or Playground, size_large, Embarcadero North]",ChIJw3e02WCAhYARsx8Epu8bDyM,"[park, point_of_interest, establishment]",This is an awesome playground. This area is fun just to sit and eat a meal.Great playground here for all ages. And the big grassy field is great. Views of the city make it even better. Awesome park子どもを遊ばせるのにぴったりの公園がある。フェリービルディングからすぐ！リラックスできる。スペースもあるいい公園。のんびりできます。
73,94112.0,JOHN MCLAREN PARK,Regional Park,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,312.54,10.0,28,"Mansell San Francisco, CA (37.7180842, -122.41907209)",37.7180842,-122.41907209,size_huge,Ingleside,"[Regional Park, size_huge, Ingleside]",ChIJ67-gn-5-j4ARcyjzTqE8ZdU,"[park, point_of_interest, establishment]","Hella nice trails for hiking or biking, nice Vista views of South San Francisco and Bay Bridge. Kite situation would be on point. Old beautiful park with impressive views, has tennis courts, bathrooms and an amphitheater the Jerry Garcia amphitheater to be specific, this park has history and great big open spaces.Awesome spacious neighborhood park that is very dog and hiking friendly. There is a little pond area that has a children's park with swings and slides to the side and another area with picnic tables and bbq's. Nice views of downtown from the park and can see it being a good option for hosting children's birthday parties. 

Simple and nice park. You could see a view of Downtown San Francisco from a distance.Really great beginner/intermediate MTB trails just a short ride from the center of SF. This park is a big attraction for a lot of the city, so be mindful of off-leash dogs and kids running around. Otherwise, shred the gnar!"
74,94112.0,ALICE CHALMERS PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,1.68,11.0,25,"670 Brunswick San Francisco, CA (37.7098271, -122.44665065)",37.7098271,-122.44665065,size_average,Ingleside,"[Neighborhood Park or Playground, size_average, Ingleside]",ChIJcZgi1biAhYARI53LoegJhLg,"[night_club, bar, restaurant, food, point_of_interest, establishment]","Great service, had a great time. Nice environment, good beer and the popcorn chicken was on point. Worth it!My friend loves the corn here. That is all she talked about. I think it's OK. Fun place to eat though. The karaoke is mostly K-Pop and the American song selection was pretty dismal. The machine was also hard to use and didn't queue up any songs so you had to enter them one by one.

Food, drinks and service were great though!We came here on a late Saturday night after hanging out at the bar, since everyone was hungry and singing was on our mind. Their karaoke room pricing policy is a bit weird, but it's definitely on the pricier end, perhaps because they serve alcohol in the karaoke rooms. We were told it was a flat $20 for everyone to share the room for an hour, but each person would have to order a minimum of $30 of food and drink. Since there were 6 of us, we ended up ordering a lot of food. Fried chicken, tofu soup, garlic fries, rice cake and ramen, seafood pancake, and soju were just a few of the items we ordered. For the soju, you will get exactly 12 shot glass full of drinks from the ""large"" option, which is weird because the size is a ""small"" at other Korean bar places, like Dan Sung Sa in Oakland. 

Karaoke options were okay, not spectacular. No super recent songs, with only a few things from the past year so they don't update their song list often. 

Overall, mediocre food and karaoke experience. Really rude service, they repeatedly interrupted to demand we order more drinks, with a TWENTY DOLLAR MINIMUM for each person. The phone to order drinks was broken and the guy repeatedly talks to me like I'm retarded and it's my fault. Many interruptions by the guy while we are enjoying ourselves throughout our 2 hour time.
 
The guy ejects us a few minutes early like he's military then turns to talk to his friends instead of cashing me out. After a minute I tap him on the shoulder and he rudely complains that he's 'just doing his job' then flat out refuses to cash me out like an insolent teenager until I forced him by bringing up the tip. Just a terrible attitude towards us the whole night, like we were unwanted. Then he includes 18% gratuity on a 3 person group. Go to YamaSho, do not go here."
75,94112.0,LESSING/SEARS MINI PARK,Mini Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.15,11.0,14,"Sickles San Francisco, CA (37.70860406, -122.4553029)",37.70860406,-122.4553029,size_tiny,Ingleside,"[Mini Park, size_tiny, Ingleside]",ChIJA_wlgCR8j4AR_opGlLbtuq0,"[park, point_of_interest, establishment]",Cute and well landscaped park at the end of a cul de sac. Tiny grassy area and small plastic and metal play structure over rubber surface.Great improvement from the previous layout. Thanks SFPRD.This park smell like human pu..... and  in general the hole park is in bad conditions.. in the afternoon the gangs are the owners of the park. This is a bad situation for our kids. 
76,94112.0,BALBOA PARK,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,24.02,11.0,66,"Ocean San Francisco, CA (37.72494861, -122.44462659)",37.72494861,-122.44462659,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]",ChIJqRo5aoB-j4ARMHQc7v9KOPw,"[neighborhood, political]",no reviews
77,94112.0,EXCELSIOR PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,1.61,11.0,29,"Russia Ave San Francisco, CA (37.7203554, -122.43321862)",37.7203554,-122.43321862,size_average,Ingleside,"[Neighborhood Park or Playground, size_average, Ingleside]",ChIJlYCE149-j4ARnz1_LFtpOVU,"[point_of_interest, establishment]","Decent playground and field. Tennis courts need repair badly. Metal and wood play structures over and and rubber. Separate fenced in areas for older and younger kids. Basketball court, tennis court, and baseball diamond. Lots of kids. Clubhouse with restrooms."
78,94112.0,CAYUGA/LAMARTINE MINI PARK,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.12,11.0,159,"Cayuga San Francisco, CA (37.73033758, -122.43294264)",37.73033758,-122.43294264,size_tiny,Ingleside,"[Mini Park, size_tiny, Ingleside]",ChIJ2cnghWJ-j4ARg0dYQivsY9g,"[park, point_of_interest, establishment]",
79,94112.0,GENEVA AVENUE STRIP,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.23,11.0,21,"600 Geneva San Francisco, CA (37.72046082, -122.44546412)",37.72046082,-122.44546412,size_small,Ingleside,"[Mini Park, size_small, Ingleside]",ChIJL1dbFoJ-j4ARXy8FiO2sdJI,"[park, point_of_interest, establishment]",No good place 
80,94112.0,CAYUGA PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,2.69,11.0,15,"301 Naglee Ave San Francisco, CA (37.71388814, -122.45029719)",37.71388814,-122.45029719,size_large,Ingleside,"[Neighborhood Park or Playground, size_large, Ingleside]",ChIJcyCgOSZ8j4ARlayQUTfoODM,"[park, point_of_interest, establishment]","Beautiful place hidden in this quaint little neighborhood. If you haven't seen it since it's makeover, you need to check it out. Earplugs for the Bart trains are optional.Seriously one of the best parks if you have kids. Its the ultimate playground in San Francisco. For me I can lounge on the grassy field and throw frisbees and catch sun. Also has a strong community feeling too.Newly renovated playground sunk between Alemany and the BART tracks. Low but expansive play structure with many built-in mechanical toys. Rubber surface. Rope web climber. Basketball and tennis court. Clubhouse with restrooms. Natural landscaping with paths. Very nicely done.I used to play there when I was a kid. It was my favorite playground. As a kid I called it the BART Park because it was next to the BART tracks."
81,94112.0,MINNIE & LOVIE WARD REC CENTER,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,10.3,11.0,19,"650 Capitol San Francisco, CA (37.71577016, -122.45757024)",37.71577016,-122.45757024,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]",ChIJaey8JS58j4ARc9AyoyKGqxM,"[point_of_interest, establishment]","It's a fun park but at about 6:00 it starts filling up with soccer players,even on the baseball fields!I was and still ammad because I'm a kid and there's a plaque that says a plae to play for all kids.HA!
  The field used to be verycrummy but its very good nowNewly renovated Rec center takes up a full city block. Four artificial turf soccer fields are the biggest feature. The Rec Center building has a courtyard with basketball nets, restrooms, kitchens, and multipurpose rooms. The playground has a rubber base one small play structure, and 1 medium sized play structure, along with a lot of picnic tables and benches.this place is coolAmazing new artifical turf fields! Exquisite!"
82,94112.0,CROCKER AMAZON PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,56.46,11.0,164,"Moscow San Francisco, CA (37.7140459, -122.42923866)",37.7140459,-122.42923866,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]",ChIJrW0PhpZ-j4ARuS1A2RkoHQM,"[park, point_of_interest, establishment]","Huge fields, both grass and turf.  10? Different full sized soccer fields, with lights for night.I like the park but I hate the loud music that you have to listen to when you are there. It's just super Bass ""BOOM-BOOM-BOOM-  all Day long, everyday.--Also I got realy sick from eating at the food stand. I went down and talked to the guy who playes the music and asked him why it's so loud and he brought up race and he called me a racist.Man this place has changed since I moved here, back when the fields were grass and many of the lights didn't even work. It's now a great place to play soccer. Whoever was in charge of revamping the place went above and beyond. I love playing there and just hanging out. I hope it says this nice. The bathrooms are pretty clean and good. I have seen the snack bar but haven't bought anything there yet. They need a cross walk on Geneva where the bus stops though.Dog friendly,  tennis court,  play ground,  public restroomsgood place"
83,94114.0,SEWARD MINI PARK,Mini Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.37,8.0,73,"Seward San Francisco, CA (37.75761058, -122.44006058)",37.75761058,-122.44006058,size_small,Castro,"[Mini Park, size_small, Castro]",ChIJDXbCwwV-j4ARQMfqfHS_h6o,"[park, point_of_interest, establishment]","What a great little park!   They don't build slides like this anymore.  This one is better than the others in GGP.A hidden gem in the city.  The park is super tiny, but known for it's concrete slides.  This will definitely bring out the little kid in you, and your inner dare devil.  The slides are pretty steep, so you get some decent speed.  You might even catch a little air (as was my experience).  There are usually pieces of cardboard at the park for you to use as your sliding mat (helps you go faster).  For the real thrill seekers, you can add sand to help you go even faster (not my choice - it goes fast enough without the added help).  A tip: keep you arms down by your side or you might bonk them if you catch air.  SO FUN! On a recent business trip, my coworker and I needed a little break in the day. Seward Street Slides came up in our search, so we headed over. 

SOOO fun to ride down these slides - literally in the middle of a neighborhood. 

Previous sliders had left cardboard, so all we had to do was pick up a cardboard box, make our way to the top and sliiiiiiiiiide down! 

Was the perfect break to the day - always fun to feel like a kid again - even if it only lasts for 10 minutes. (:It doesn't matter who you are. You have to come here and slide!!!!!Put this on your bucket list of ""lesser known things to do in the city"".

Its a reasonable walk from Dolores. hint: walk along 18th and then head south - if you walk along 20th you'll walk over 2 MASSIVE hills that, unless you need to build up some calf muscles, are totally unnecessary. 

Its not too difficult to find the slides.  They really are fun!  Bring your sense of adventure, rummage through the nearby recycling bins for a few pieces of cardboard to slide down on (please put them back), and giggle like you did in kindergarten!

A sign there says ""No Adults Unless Accompanied by a Child"".  This seems cute and quirky and we had a good laugh when we saw it.  

However....

...

The nearby residents are nasty as can be.  We had slid down twice, yelping and giggling with glee when one of the women arrived and started screaming like a banshee at us.  She told us it was meant for children only and NOT for adults and that we were being inconsiderate and horrible people for enjoying this public space.  We apologized and promised to keep it down, but this wasn't enough for this woman, she continued like a nagging fishwife.  She didn't even ask us to keep it down nicely.  She completely aggressive.  We were there at 2pm on a Saturday, in a space that is public property!  I could understand a good ear full if we were raucous, making a noise at an unreasonable hour and had done so for a long time.  However, we had literally been there for about 3 minutes.

Anyway my advice is to either keep it down, or otherwise be prepared to be yelled at or get into a fight with the witches - take someone who is good at arguing!  (a park is public property for everyone to enjoy, and I didnt think a few yelping sounds are beyond the noise ordinance's range.)  

One last thing.  It says that the park, on one sign, is open from sunrise to sunset and on another sign it says it closes at 5.  So I don't know about opening times...  I didn't see fences so I don't think they lock it up?  But reading some others' posts I am probably wrong."
84,94114.0,NOE/BEAVER COMMUNITY GARDEN,Community Garden,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.11,8.0,64,"Noe San Francisco, CA (37.76491711, -122.4334455)",37.76491711,-122.4334455,size_tiny,Castro,"[Community Garden, size_tiny, Castro]",ChIJFZMe5Rx-j4ARJ12lIUdLNFw,"[park, point_of_interest, establishment]",
85,94114.0,CORONA HEIGHTS,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,13.38,8.0,80,"Roosevelt San Francisco, CA (37.76497671, -122.43879691)",37.76497671,-122.43879691,size_huge,Castro,"[Neighborhood Park or Playground, size_huge, Castro]",ChIJX3DWQgJ-j4ARxWqSTDOy_CU,"[park, point_of_interest, establishment]","A completely underrated and overlooked park that has amazing views! While it isn't quite as popular as Twin Peaks or Grand View, it definitely has one of the best views of San Francisco. I love the fact that it is more of a hike to get up to the top, and areas where you have to climb the rocks to see more beautiful views. Lovely sights! Well worth the walk.Cool place to chill out with friends or by yourself for a few hours with a good book! 😎Gorgeous bit of park dominated by a grassy hill with great views.  Easy path to the top. Friendly neighbors!Super cool spot with a view in SF! Small walk up to get some amazing views of the city! I absolutely love taking visitors from out of town here to get some epic pictures of the great city of SFIt was absolutely beautiful and had plenty of scenic spots to have a private conversation in nature."
86,94114.0,KITE HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.87,8.0,74,"Yukon San Francisco, CA (37.75824114, -122.44166171)",37.75824114,-122.44166171,size_large,Castro,"[Neighborhood Park or Playground, size_large, Castro]",ChIJ8eYJfQZ-j4ARwZ1uy0rpLLc,"[park, point_of_interest, establishment]","I love kite hill! The views are beautiful & it's a great place to bring your dog for a walk. I live only a few blocks away so it is one of my favorite parks to go to. Used to be a neighborhood secret place. Kite Park. *sigh* Something magical happens to me every time I come here. It's so beautiful and at the perfect time if you sit on that single bench. The fog will roll down into the park and cover everything...a great wonder.I was impressed by the variety of this relatively small place: meadow, rocky outcropping, shaded paths, old houses. Tip: bring a windbreaker: not for nothing is this place named Kite Hill.Beautiful view of the city & market street at night."
87,94114.0,MISSION DOLORES PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,15.94,8.0,63,"19th San Francisco, CA (37.75975506, -122.42709405)",37.75975506,-122.42709405,size_huge,Castro,"[Neighborhood Park or Playground, size_huge, Castro]",ChIJp3CqeRd-j4ARYI0i8e_kGKY,"[park, point_of_interest, establishment]","Plan: Go somewhere to get a burrito, walk a few blocks to Dolores, sit, eat, and watch dogs run around. The perfect start to any day! This park is small and hilly which makes for a nice overlook of the city. I felt very safe walking through at night and during the day. Always hoppin with people tossing frisbee and playing with dogs.I love what they've done with the place.  Great views, bad parking, but colorful people.  Families and hipsters, all mixing together.Sept 2015 - Large park with a sloping hill. On a nice warm day, you'll find it crowded with people from all walks of life. It's great for people watching and just letting the day pass. I won't recommend the public toilet here so best to walk to one of the nearby cafes instead.My favorite park in San Francisco. Great for people watching and catching the best weather you will find in the city. Pick up some champagne, cheese and bread and bask in the sun. The city recently has done huge renovations to make the park even more beautiful and upgraded. Best spot to check out is the make-out bench as the highest corner. Enjoy one of the best views of the city.Warm sunny weather and green grass is all it takes for this park to fill up like they are showing movies or something.

I don't know the history of the park or who Dolores is, but it's been completely engulfed by the surrounding Castro.

Double slopped with the tennis courts at the bottom it's 80% grass with trees lining 2.5 of the 4 sides. Lots of urination and drinking going on around the edges and treeline, but for the most part it's easily the most popular park in the city for it's size, though not the larges, nicest, but it's capita use is legit.

Parking on weekends sucks, I think that's why it's always packed because so many locals just walk here while the tourists load the spots to go around the area versus the park.

There are a few kids playing, parents lounging, couples making out, lots of shirtless and pantless people along with tennis players, but the mix is way more local. Weekends are the worst and could circle for an hour without finding a spot and end up parking way far away, maybe even out of Castro."
