Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood
94116,J. P. MURPHY PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,1.23,7,90,"1960 9th Ave San Francisco, CA (37.75180107, -122.46500011)",37.75180107,-122.46500011,size_average,Outer Sunset
94116,CARL LARSEN PARK,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,6.58,4,86,"19th Ave San Francisco, CA (37.73929782, -122.47596603)",37.73929782,-122.47596603,size_huge,Outer Sunset
94116,SOUTH SUNSET PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,3.72,4,85,"40th Ave San Francisco, CA (37.73738679, -122.49845174)",37.73738679,-122.49845174,size_large,Outer Sunset
94116,MCCOPPIN SQUARE,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,7.24,4,88,"24th San Francisco, CA (37.74382723, -122.48007959)",37.74382723,-122.48007959,size_huge,Outer Sunset
94116,ROCK OUTCROPPING,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,1.4,7,175,"Ortega San Francisco, CA (37.75384487, -122.47086479)",37.75384487,-122.47086479,size_average,Outer Sunset
94116,GOLDEN GATE HEIGHTS PARK,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,6.95,7,89,"12th Ave (off Pacheco San Francisco, CA (37.74998538, -122.46940674)",37.74998538,-122.46940674,size_huge,Outer Sunset
94116,WEST SUNSET PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,17.16,4,91,"3223 Ortega St & 39th Ave San Francisco, CA (37.74899627, -122.49800859)",37.74899627,-122.49800859,size_huge,Outer Sunset
94117,TANK HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.87,5,76,"Clarendon San Francisco, CA (37.75994801, -122.44768643)",37.75994801,-122.44768643,size_large,Height/Cole Valley
94117,GOLDEN GATE PARK,Regional Park,Golden Gate Park,"Koch-Gonzalez, Gloria",gloria.koch-gonzalez@sfgov.org,(415) 831-6307,1031.98,1,94,"Stanyan San Francisco, CA (37.76905891, -122.48094821)",37.76905891,-122.48094821,size_huge,Height/Cole Valley
94117,MT OLYMPUS,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.21,8,78,"Upper Terrace, San Francisco, CA, (37.76330762, -122.44554051)",37.76330762,-122.44554051,size_huge,Height/Cole Valley
94117,DUBOCE PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,4.31,8,113,"Duboce San Francisco, CA (37.769615, -122.43342784)",37.769615,-122.43342784,size_large,Height/Cole Valley
94117,ALAMO SQUARE,Neighborhood Park or Playground,PSA 2,"O'Connor, Tom",tom.o'connor@sfgov.org,(415) 218-0259,12.7,5,117,"Hayes San Francisco, CA (37.77634875, -122.43467396)",37.77634875,-122.43467396,size_huge,Height/Cole Valley
94117,GRATTAN PLAYGROUND,Neighborhood Park or Playground,PSA 2,"O'Connor, Tom",tom.o'connor@sfgov.org,(415) 218-0259,1.52,5,104,"1180 Stanyan St San Francisco, CA (37.76259314, -122.45147654)",37.76259314,-122.45147654,size_average,Height/Cole Valley
94117,BUENA VISTA PARK,Regional Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,36.08,8,81,"Buena Vista San Francisco, CA (37.7685639, -122.44137945)",37.7685639,-122.44137945,size_huge,Height/Cole Valley
94118,10TH AVE/CLEMENT MINI PARK,Mini Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.66,1,156,"351 9th Ave San Francisco, CA (37.78184397, -122.46809908)",37.78184397,-122.46809908,size_small,Richmond District
94118,LAUREL HILL PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,1.47,2,107,"251 Euclid Ave San Francisco, CA (37.78393678, -122.45093931)",37.78393678,-122.45093931,size_average,Richmond District
94118,PARK PRESIDIO BLVD,Parkway,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,20.38,1,101,"Park Presidio Blvd, San Francisco, CA, (37.78012283, -122.47228457)",37.78012283,-122.47228457,size_huge,Richmond District
94118,PRESIDIO HEIGHTS PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.44,2,109,"Clay San Francisco, CA (37.78847078, -122.4495972)",37.78847078,-122.4495972,size_small,Richmond District
94118,MURIEL LEFF MINI PARK,Mini Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.21,1,155,"7th Ave between Geary San Francisco, CA (37.78006464, -122.46500795)",37.78006464,-122.46500795,size_huge,Richmond District
94118,JULIUS KAHN PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,12.38,2,166,"Pacific Ave San Francisco, CA (37.79131306, -122.45397275)",37.79131306,-122.45397275,size_huge,Richmond District
94118,ANGELO J. ROSSI PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,6.47,1,105,"2 Willard North St San Francisco, CA (37.77874186, -122.45745402)",37.77874186,-122.45745402,size_huge,Richmond District
94118,MOUNTAIN LAKE PARK,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,12.79,2,102,"1 11th Ave San Francisco, CA (37.78724257, -122.4690454)",37.78724257,-122.4690454,size_huge,Richmond District
94121,ROCHAMBEAU PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.83,1,99,"238 25th Ave San Francisco, CA (37.78483852, -122.48454408)",37.78483852,-122.48454408,size_average,Outer Richmond
94121,BALBOA NATURAL AREA,Neighborhood Park or Playground,PSA 1,"Wayne, Lisa",lisa.wayne@sfgov.org,(415) 666-7092,1.84,1,174,"Balboa San Francisco, CA (37.77591285, -122.51103949)",37.77591285,-122.51103949,size_average,Outer Richmond
94121,ARGONNE PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1,97,"18th Ave San Francisco, CA (37.779415, -122.47769976)",37.779415,-122.47769976,size_average,Outer Richmond
94121,RICHMOND PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1,100,"18th Ave San Francisco, CA (37.78513017, -122.47811169)",37.78513017,-122.47811169,size_average,Outer Richmond
94121,FULTON PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1,96,"855 27th Ave San Francisco, CA (37.7733822, -122.48693405)",37.7733822,-122.48693405,size_average,Outer Richmond
94121,RICHMOND RECREATION CENTER,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1,172,"251 18th Ave San Francisco, CA (37.78326998, -122.47797676)",37.78326998,-122.47797676,size_average,Outer Richmond
94121,CABRILLO PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.89,1,95,"858 38th Ave San Francisco, CA (37.77286672, -122.49870214)",37.77286672,-122.49870214,size_average,Outer Richmond
94121,LINCOLN PARK,Regional Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,112.03,1,103,"34th Ave San Francisco, CA (37.78423843, -122.49838278)",37.78423843,-122.49838278,size_huge,Outer Richmond
94121,DUPONT COURTS,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1,98,"336 31st Ave San Francisco, CA (37.78268787, -122.4908331)",37.78268787,-122.4908331,size_average,Outer Richmond
94122,LOWER GREAT HIGHWAY,Parkway,Golden Gate Park,"Deasy, Jon",jon.deasy@sfgov.org,(415) 831-6307,21.1,4,163,"Great Highway San Francisco, CA (37.74928062, -122.50817528)",37.74928062,-122.50817528,size_huge,Sunset District
94122,15TH AVENUE STEPS,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.26,7,185,"15th Ave b w Kirkham San Francisco, CA (37.75956493, -122.47226783)",37.75956493,-122.47226783,size_small,Sunset District
94122,SUNSET PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,3.29,4,93,"2201 Lawton St San Francisco, CA (37.75658875, -122.48684698)",37.75658875,-122.48684698,size_large,Sunset District
94122,GRAND VIEW PARK,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,3.98,7,92,"Moraga San Francisco, CA (37.75646571, -122.47180128)",37.75646571,-122.47180128,size_large,Sunset District
94122,GRAND VIEW OPEN SPACE,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.65,7,12910,"15th Ave San Francisco, CA (37.75507227, -122.47235155)",37.75507227,-122.47235155,size_small,Sunset District
94123,YACHT HARBOR AND MARINA GREEN,Regional Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,162.16,2,112,"Marina Blvd, San Francisco, CA, (37.80677550, -122.44076019)",37.80677550,-122.44076019,size_huge,Cow Hollow/Marina District
94123,PALACE OF FINE ARTS,Civic Plaza or Square,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,19.37,2,111,"3601 Lyon St & Marina Blvd San Francisco, CA (37.80299898, -122.44851272)",37.80299898,-122.44851272,size_huge,Cow Hollow/Marina District
94123,ALLYNE PARK,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.75,2,131,"2609 Gough St San Francisco, CA (37.79746066, -122.42759992)",37.79746066,-122.42759992,size_small,Cow Hollow/Marina District
94123,MOSCONE RECREATION CENTER,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,12.07,2,132,"1800 Chestnut St San Francisco, CA (37.8021249, -122.43313532)",37.8021249,-122.43313532,size_huge,Cow Hollow/Marina District
94123,COW HOLLOW PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.15,2,110,"1 Miley St San Francisco, CA (37.79733829, -122.44485143)",37.79733829,-122.44485143,size_tiny,Cow Hollow/Marina District
94124,HILLTOP PARK,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,3.46,10,47,"La Salle San Francisco, CA (37.73291728, -122.38347479)",37.73291728,-122.38347479,size_large,Bayview
94124,GILMAN PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,4.4,10,44,"Gilman Ave San Francisco, CA (37.71698202, -122.38809021)",37.71698202,-122.38809021,size_large,Bayview
94124,BAY VIEW PARK,Regional Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,46.63,10,43,"LeConte Ave, San Francisco, CA, (37.71513230, -122.39227019)",37.71513230,-122.39227019,size_huge,Bayview
94124,SILVER TERRACE PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,5.47,10,39,"Thornton San Francisco, CA (37.73285911, -122.40314958)",37.73285911,-122.40314958,size_large,Bayview
94124,PALOU/PHELPS PARK,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,2.63,10,188,"Palou San Francisco, CA (37.73551382, -122.39472336)",37.73551382,-122.39472336,size_large,Bayview
94124,YOUNGBLOOD COLEMAN PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,6.13,10,45,"1398 Hudson St San Francisco, CA (37.73876792, -122.38450221)",37.73876792,-122.38450221,size_large,Bayview
94124,BAY VIEW PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,3.4,10,38,"3rd San Francisco, CA (37.72593906, -122.39329436)",37.72593906,-122.39329436,size_large,Bayview
94124,ADAM ROGERS PARK,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,2.74,10,46,"Ingalls San Francisco, CA (37.73101645, -122.38385466)",37.73101645,-122.38385466,size_large,Bayview
94124,JOSEPH LEE RECREATION CENTER,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.78,10,40,"1395 Mendell St San Francisco, CA (37.73453491, -122.389412)",37.73453491,-122.389412,size_small,Bayview
94124,RIDGETOP PLAZA,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.29,10,189,"Whitney Young Cire, San Francisco, CA, (37.73379832, -122.38345175)",37.73379832,-122.38345175,size_small,Bayview
94124,Hunter's Point Recreation Center,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 695-5004,0.3,10,165,"200 Middle Point Rd San Francisco, CA (37.73735, -122.37834)",37.73735,-122.37834,size_small,Bayview
94124,CANDLESTICK PARK,Concession,Candlestick Park Stadium,"Gay, Mike",michael.gay@sfgov.org,(415) 218-4786,86.13,10,41,"Jamestown Ave San Francisco, CA (37.71327692, -122.38483572)",37.71327692,-122.38483572,size_huge,Bayview
94124,LECONTE MINI PARK,Mini Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.16,10,137649,"845 Meade St San Francisco, CA (37.71765613, -122.3958507)",37.71765613,-122.3958507,size_tiny,Bayview
94124,INDIA BASIN SHORELINE PARK,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,11.57,10,48,"Evans San Francisco, CA (37.73366342, -122.37371901)",37.73366342,-122.37371901,size_huge,Bayview
94124,SELBY/PALOU MINI PARK,Mini Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.29,10,157,"Palou San Francisco, CA (37.73886468, -122.40035293)",37.73886468,-122.40035293,size_small,Bayview
94127,APTOS PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,4.81,7,65,"Aptos San Francisco, CA (37.7285246, -122.46654085)",37.7285246,-122.46654085,size_large,St Francis Wood
94127,WEST PORTAL PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,1.91,7,68,"Ulloa San Francisco, CA (37.74160392, -122.46524393)",37.74160392,-122.46524393,size_average,St Francis Wood
94127,EDGEHILL MOUNTAIN,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,2.33,7,71,"Edgehill San Francisco, CA (37.74203025, -122.45976472)",37.74203025,-122.45976472,size_large,St Francis Wood
94127,MIRALOMA PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,2.2,7,70,"Omar San Francisco, CA (37.73864614, -122.44931265)",37.73864614,-122.44931265,size_large,St Francis Wood
94127,SUNNYSIDE PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,2.37,7,67,"Teresita Ave San Francisco, CA (37.73366412, -122.4474787)",37.73366412,-122.4474787,size_large,St Francis Wood
94127,MT DAVIDSON PARK,Regional Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,40.71,7,69,"Myra Wy, San Francisco, CA, (37.73906280, -122.45465821)",37.73906280,-122.45465821,size_huge,St Francis Wood
94127,O'SHAUGHNESSY HOLLOW,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,3.75,7,183,"O'Shaughnessy Blvd, San Francisco, CA, (37.74016899, -122.44487598)",37.74016899,-122.44487598,size_large,St Francis Wood
94127,GLEN PARK,Regional Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,77.94,8,1,"Elk St San Francisco, CA (37.7400257, -122.44273225)",37.7400257,-122.44273225,size_huge,St Francis Wood
94131,BILLY GOAT HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,3.67,8,5,"30th San Francisco, CA (37.74140787, -122.43319872)",37.74140787,-122.43319872,size_large,Twin Peaks
94131,WALTER HAAS PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,4.4,8,4,"Addison San Francisco, CA (37.74058384, -122.43436978)",37.74058384,-122.43436978,size_large,Twin Peaks
94131,PORTOLA OPEN SPACE,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.81,8,37264,"201 Portola San Francisco, CA (37.74707797, -122.44406156)",37.74707797,-122.44406156,size_average,Twin Peaks
94131,DUNCAN/CASTRO OPEN SPACE,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.55,8,178,"Duncan San Francisco, CA (37.74594931, -122.43339409)",37.74594931,-122.43339409,size_small,Twin Peaks
94131,White Crane Springs Community Garden,Community Garden,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,2.68,7,123631,"of 7th San Francisco, CA (37.75758279, -122.4633024)",37.75758279,-122.4633024,size_large,Twin Peaks
94131,TOPAZ OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.83,8,197,"Diamond Heights, San Francisco, CA, (37.74170413, -122.43616246)",37.74170413,-122.43616246,size_average,Twin Peaks
94131,Garden for the Environment,Community Garden,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.51,7,20755,"7th Ave North of Lawton, San Francisco, CA, (37.75911093, -122.46357301",37.75911093,-122.46357301,size_small,Twin Peaks
94131,GEORGE CHRISTOPHER PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,6.8,8,7,"5210 Diamond Heights Blvd San Francisco, CA (37.74347014, -122.44055037)",37.74347014,-122.44055037,size_huge,Twin Peaks
94131,SUNNYSIDE CONSERVATORY,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.26,8,180,"Monterey San Francisco, CA (37.73193576, -122.44076127)",37.73193576,-122.44076127,size_small,Twin Peaks
94131,DOROTHY ERSKINE PARK,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,1.5,8,179,"Martha San Francisco, CA (37.73391249, -122.43944536)",37.73391249,-122.43944536,size_average,Twin Peaks
94131,BERKELEY WAY OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.83,8,2,"298 Berkeley Wy San Francisco, CA (37.73956697, -122.43995903)",37.73956697,-122.43995903,size_average,Twin Peaks
94131,DIAMOND/FARNUM OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.07,8,181,"Diamond San Francisco, CA (37.73880241, -122.43431084)",37.73880241,-122.43431084,size_tiny,Twin Peaks
94131,CRAGS COURT GARDEN,Community Garden,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.41,8,198,"Crags Ct, San Francisco, CA, (37.74141960, -122.44067225)",37.74141960,-122.44067225,size_small,Twin Peaks
94131,EVERSON/DIGBY LOTS,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,1.2,8,6,"61 Everson St San Francisco, CA (37.73807643, -122.43177574)",37.73807643,-122.43177574,size_average,Twin Peaks
94131,INTERIOR GREEN BELT,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,21.35,7,87,"Belmont San Francisco, CA (37.7585442, -122.45319935)",37.7585442,-122.45319935,size_huge,Twin Peaks
94131,Arlington Community Garden,Community Garden,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.13,8,171736,"Arlington San Francisco, CA (37.73704325, -122.42637624)",37.73704325,-122.42637624,size_tiny,Twin Peaks
94131,29TH/DIAMOND OPEN SPACE,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.82,8,194,"Diamond San Francisco, CA (37.74360211, -122.43523589)",37.74360211,-122.43523589,size_average,Twin Peaks
94131,UPPER NOE RECREATION CENTER,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.51,8,22,"Day San Francisco, CA (37.74243091, -122.42779751)",37.74243091,-122.42779751,size_large,Twin Peaks
94131,MIDTOWN TERRACE PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,1.57,7,167,"Clarendon San Francisco, CA (37.75223367, -122.45453246)",37.75223367,-122.45453246,size_average,Twin Peaks
94131,JOOST/BADEN MINI PARK,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.14,8,158,"Joost San Francisco, CA (37.73273279, -122.4408417)",37.73273279,-122.4408417,size_tiny,Twin Peaks
94131,TWIN PEAKS,Regional Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,54.59,7,77,"Twin Peaks Blvd, San Francisco, CA, (37.75279086, -122.44748390)",37.75279086,-122.44748390,size_huge,Twin Peaks
94131,DOUGLASS PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,7.45,8,8,"26th San Francisco, CA (37.74727823, -122.43893283)",37.74727823,-122.43893283,size_huge,Twin Peaks
94131,FAIRMOUNT PLAZA,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.74,8,3,"Miquel San Francisco, CA (37.73849226, -122.42913147)",37.73849226,-122.42913147,size_small,Twin Peaks
94132,PARKSIDE SQUARE,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,8.31,4,84,"28th Ave San Francisco, CA (37.73794781, -122.48390596)",37.73794781,-122.48390596,size_huge,Lake Merced
94132,SAN FRANCISCO ZOO,Zoological Garden,PSA 4,"Scott, Ronnie",ronnie.scott@sfgov.org,(415) 504-7923,131.52,7,12,"1 Zoo Rd San Francisco, CA (37.73158916, -122.50380857)",37.73158916,-122.50380857,size_huge,Lake Merced
94132,BROTHERHOOD/CHESTER MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.59,7,160,"501 Brotherhood Wy San Francisco, CA (37.71238249, -122.46990318)",37.71238249,-122.46990318,size_small,Lake Merced
94132,ROLPH NICOL PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,3.04,7,9,"Eucalyptus Dr San Francisco, CA (37.73060291, -122.48041933)",37.73060291,-122.48041933,size_large,Lake Merced
94132,SIGMUND STERN RECREATION GROVE,Regional Park,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,33.78,4,83,"19th Ave San Francisco, CA (37.73608224, -122.47829786)",37.73608224,-122.47829786,size_huge,Lake Merced
94132,LAKEVIEW/ASHTON MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.51,11,20,"Ashton San Francisco, CA (37.71809145, -122.4625727)",37.71809145,-122.4625727,size_small,Lake Merced
94132,HEAD/BROTHERHOOD MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.55,11,196,"Head St San Francisco, CA (37.71262222, -122.46422924)",37.71262222,-122.46422924,size_small,Lake Merced
94132,BROOKS PARK,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,3.77,11,18,"373 Ramsell St San Francisco, CA (37.71727397, -122.46676875)",37.71727397,-122.46676875,size_large,Lake Merced
94132,PINE LAKE PARK,Regional Park,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,30.29,4,82,"Sloat Blvd San Francisco, CA (37.7363086, -122.48592744)",37.7363086,-122.48592744,size_huge,Lake Merced
94132,LAKE MERCED PARK,Regional Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,608.49,7,10,"Lake Merced Blvd, San Francisco, CA, (37.72183556, -122.49238175)",37.72183556,-122.49238175,size_huge,Lake Merced
94132,RANDOLPH/BRIGHT MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.09,11,16,"Randolph San Francisco, CA (37.71451213, -122.46369333)",37.71451213,-122.46369333,size_tiny,Lake Merced
94132,JUNIPERO SERRA PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,1.53,7,13,"300 Stonecrest Dr San Francisco, CA (37.72482337, -122.47385187)",37.72482337,-122.47385187,size_average,Lake Merced
94132,MERCED HEIGHTS PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,1.03,11,17,"Byxbee San Francisco, CA (37.71750931, -122.47028126)",37.71750931,-122.47028126,size_average,Lake Merced
94133,INA COOLBRITH MINI PARK,Mini Park,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.8,3,145,"Vallejo San Francisco, CA (37.79816473, -122.41338371)",37.79816473,-122.41338371,size_huge,North beach/Fishermans Wharf
94133,JOE DIMAGGIO PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,2.52,3,150,"651 Lombard St San Francisco, CA (37.80248342, -122.41206911)",37.80248342,-122.41206911,size_large,North beach/Fishermans Wharf
94133,MICHELANGELO PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.44,3,148,"Greenwich San Francisco, CA (37.80109573, -122.41689916)",37.80109573,-122.41689916,size_small,North beach/Fishermans Wharf
94133,TELEGRAPH HILL/PIONEER PARK,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,4.89,3,149,"Telegraph Hill Blvd, San Francisco, CA, (37.80278413, -122.40583596)",37.80278413,-122.40583596,size_large,North beach/Fishermans Wharf
