,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,review_blobs,google_place_id
32,94109.0,RUSSIAN HILL OPEN SPACE,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.96,2.0,153,"Hyde San Francisco, CA (37.80341611, -122.42075699)",37.80341611,-122.42075699,size_average,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_average, Nob Hill/Russian Hill]",I talked to local old woman and she said that this is a former reservoir. Must be very experience piece of land now.This is a vacant lot cobbled with brick... Nothing good here but the locationGreat View of harbor!Very open. Not very exciting,ChIJATv21uaAhYARaSJSZ0FhDqU
33,94109.0,WASHINGTON/HYDE MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.15,3.0,144,"Washington San Francisco, CA (37.79400955, -122.41740007)",37.79400955,-122.41740007,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",Little garden with small sculptures. A concrete sitting area at the bottom. No play area to speak of.Un joli petit parc avec des sculptures. ,ChIJQXaNMOmAhYARZSfqaN3bvQM
34,94109.0,SGT. JOHN MACAULAY PARK,Mini Park,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,0.21,6.0,123,"Larkin San Francisco, CA (37.78540001, -122.41819743)",37.78540001,-122.41819743,size_huge,Nob Hill/Russian Hill,"[Mini Park, size_huge, Nob Hill/Russian Hill]","Quiet park. Came here to sit in the sun while enjoying a few goodies from Mr. Bakehouse. Yes, it's right in front of a strip club. The park is clean but seating options are lacking.It's in a sketchy neighborhood, with a strip club across the street - but the playground itself seems clean and safe enough. It has a couple big play structures over a rubber tile surface. A few walls have a braille clock and alphabet, and a solar system toy. The park is surrounded by trees, with a couple of palms in the middle.The Street, London is looking good. Great",ChIJ42c_NJGAhYARM2H6TLpooJs
35,94109.0,JOSEPH CONRAD MINI PARK,Mini Park,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.09,3.0,154,"601 Beach St San Francisco, CA (37.80667244, -122.41906274)",37.80667244,-122.41906274,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]","This square was renamed in 1979 through the efforts of the Polish Arts & Culture Foundation that was first located across the street on Columbus Avenue. 

Conrad visited San Francisco twice but there is not much history as to what he did while here.
His novella ""Heart of Darkness"" was the central theme of Francis Ford Coppola's epic film ""Apocalypse Now"".

The street renaming coincided with the release of the film and a proclamation by the Mayor.Haha. Square.  - the park is a triangle. Awesome little park!!!  Romantic at night!",ChIJi4fEQuGAhYARvQMoTdwXR7s
36,94109.0,HYDE/VALLEJO MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.1,3.0,146,"Hyde San Francisco, CA (37.79763564, -122.41910564)",37.79763564,-122.41910564,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",Little garden with small sculptures. A concrete sitting area at the bottom. No play area to speak of.Un joli petit parc avec des sculptures. ,ChIJQXaNMOmAhYARZSfqaN3bvQM
37,94109.0,TENDERLOIN CHILDREN'S REC CENTER,Neighborhood Park or Playground,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,0.61,6.0,168,"570 Ellis St San Francisco, CA (37.78482103, -122.41540228)",37.78482103,-122.41540228,size_small,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_small, Nob Hill/Russian Hill]","Playground entrance is through the rec center - a good idea in a somewhat sketchy neighborhood. The playground has a large paved area for ball sports, and a play structure over a rubber base. The structure isn't terrible, but the yellow plastic needs a good scrubbing, and the wood is broken is a number of areas.This playground has possibly the best diversity of crack dealers and prostitutes in the city of San Francisco. Conveniently located just blocks from city hall in the beautiful Tenderloin. Whether you want crack , crystal or good old fashioned coke tje dealers located here will hook you up. Buyer beware however, a large number of the prostitutes appear to be trannies.Great park! Took my kids here last weekend and they can already tell the difference between real crack and just drywall chips wrapped up in Saran Wrap!Nice playground in the Tenderloin. They have great after school programs and on the weekends too.DO NOT GO HERE. This is in the Tenderloin! Do not bring your kids!!",ChIJQVAHV5CAhYARVTo8Y2Aoqvs
38,94109.0,HELEN WILLS PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.8,3.0,130,"BRdway San Francisco, CA (37.79577299, -122.42066143)",37.79577299,-122.42066143,size_huge,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_huge, Nob Hill/Russian Hill]","Helen Wills Park has a lot to offer.  It has basketball courts, a children's playground and play structure, a sandpit for toddlers, and a tennis court all open to the public.  It's funny to see the tennis court (and sometimes the basketball court) covered with chalk drawing that kids doodle during the day.  The tennis court has lights, but currently one of the lights is out and it makes seeing the ball difficult, so be warned!This was our neighborhood park for 3 years when living in SF.  Great playground area for the kids, with enough stuff to keep older and younger kids occupied.  There is even a sand box area which is always a hit.
For my older daughter's 2nd bday, we had her party here (on the second level picnic tables).  It worked out perfectly.  Unlike places like Crissy Fields where you have to get down there at the crack of dawn to save a picnic table, we went mid-morning without any issues.  there are public (clean!) bathrooms on site.  Parking is tricky around there though with Polk street right there.  Another nice benefit is even if SF isn't particularly warm, the park gets a lot of sunlight and remains quite warm as its sheltered between buildings.Whah chew tawkin bout Helen? Playground is in good condition, with fun expansive ramps.boring",ChIJBWm8fOmAhYARdSpDfT2vt0w
39,94109.0,BROADWAY TUNNEL WEST MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.12,3.0,203,"1201 Broadway San Francisco, CA (37.79643576, -122.41742319)",37.79643576,-122.41742319,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",Nice,ChIJoYHPHeyAhYARqhdlUCSSynA
40,94109.0,SOUTH END ROWING/DOLPHIN CLUB,Concession,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,1.11,3.0,190,"500 Jefferson St San Francisco, CA (37.80796044, -122.42126376)",37.80796044,-122.42126376,size_average,Nob Hill/Russian Hill,"[Concession, size_average, Nob Hill/Russian Hill]","Perfect place to go swimming in the bay from. Not to mention the Dolphin Club has an incredible history. Well worth at least a visit. I interned for a summer in 2011 in the area, and joined the club to row on weekends.

The boats are gorgeous and there's nothing more relaxing a weekend rowing out to Alcatraz and spending the afternoon wiping down a wooden rowboat older than you on the beach, on your own personal dock looking out to the golden gate bridge.Nice",ChIJ89CnU-CAhYAR421Fizv8I7w
41,94109.0,LAFAYETTE PARK,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,11.49,2.0,128,"Gough San Francisco, CA (37.79154983, -122.42767158)",37.79154983,-122.42767158,size_huge,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_huge, Nob Hill/Russian Hill]","One of my favorite parks in the City!! Gorgeous views of the Bay, tennis courts, quiet grassy areas with benches, places for your dogs to play and drink water, a playground, picnic tables in the shade, and a larger grassy area to just hang out in. It's beautiful and very well kept.The most well designed playground for toddlers & older kids! Off Leach dog park. Walking paths surround the space which sits on top of the hill, with an almost 360• view of SF. Love to take my 16 nth old granddaughter here. She loves it too!So happy my lite puppy has a safe place to run around get out all his energy in around clean safe place. :)This is a great park. It has a cool looking playground for kids, tennis court, dog area, and picnic tables & benches with a view of the bay to the north.Cool park. Had a nice view and it was fun looking at all the cool coffee shops nearby.",ChIJC3O0GsGAhYAR4JK4ut4xPsM
42,94110.0,COSO/PRECITA MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.15,9.0,199,"Coso San Francisco, CA (37.74624354, -122.41812033)",37.74624354,-122.41812033,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]","A nice park with ample grass to enjoy for a picnic, to sun and read a book or to kick the ball around.  Beware if you are a dog owner or don't like dogs as owners tend to let their dogs run off leash here.  I enjoy dogs so it is nice to see the dogs getting some exercise and chasing balls and frisbees.  I take my babe girl alot she likes it but its really a bunch of upper class yuppies that try holding there noses up at you cause you play with your kid at the parmPrecita Park is a nice green stretch that is fun to lay out in and read a book. It's kind of narrow so it's not the greatest for something like kicking a soccer ball. I went to a kids party there once and they had a bouncy house. That was a great location for a kids party. The nearby food and shops are good too, so you can grab a bite to eat and take it out on the grass.This is my local park and during spring summer and fall my wife or i bring our dog here at least once a day.  During the week, the long grass field is mostly used as a dog park and 95% of the dogs are well behaved.  The problem is the drainage of the field is horrible and during the winter's rains the park is not usuable without coating your shoes and your dog in mud.  Charlie's coffee is our morning stop and anchors the community.  The far end of the park has a fenced in children's playground and is always at least half filled with families.  It is also next to where a new coffee house is moving in from the owners of the dolores park cafe.  I'm curious to see if it can generate as much community activity.  I would sacrifice 1/3 the grass for a tenis and basketball court.  And i wish humphrey slo colm would move down the street to this park.  Yay for Precita Park! Together with the top of Bernal Hill, it pulls the community of Bernal Heigts together!Hard to believe that this scary park of he 70s is a nice place now. Glad ot see the community band together!",ChIJh6mckk9-j4ARNgSUccMhbjk
43,94110.0,BERNAL HEIGHTS RECREATION CENTER,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.74,9.0,33,"500 Moultrie San Francisco, CA (37.73844636, -122.41615685)",37.73844636,-122.41615685,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]",It's  awesome. ,ChIJ7fyxDll-j4ARmUn7Ah6nwJY
44,94110.0,Dog Patch-Miller Memorial Comm. Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.26,9.0,35,"Brewster/Rutledge St, San Francisco, CA, (37.74503985, -122.40715464)",37.74503985,-122.40715464,size_small,Mission District,"[Community Garden, size_small, Mission District]",no reviews,ChIJJzWFKlJ-j4ARTr_VMlkGmVE
45,94110.0,UTAH/18TH MINI PARK,Mini Park,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,0.1,10.0,202,"18th San Francisco, CA (37.76251745, -122.40599759)",37.76251745,-122.40599759,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]",,ChIJKRM58TN-j4ARFoXKFCtTn2k
46,94110.0,24TH/YORK MINI PARK,Mini Park,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.12,9.0,51,"24th San Francisco, CA (37.75306042, -122.40857543)",37.75306042,-122.40857543,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]","What a hidden gem! Blink and you can easy miss it. However, look carefully because this is such a fantastic spot! It is tiny and only has one swing but there are such beautiful murals that align the walls. I'm taken back by the art that this park has. In addition to the murals, there is a snake mosaic that is also a water fountain! Such a fun option on sunny days. The mini park is also lined with rubber floor coverings so your kiddos can crawl, run, and get crazy without getting hurt. Please do yourself a favor and stop by!I grew up out in the mission and ever since I was a lilttel girl I would go there every time i pass by it reminds me of the old days . best park to go to with family and little ones as well Our toddler enjoys the cool mosaic snake, the water feature, and the unique swings.Pequeño pero con significativos mosaicos y pinturas muy guatemaltecas de la cultura maya.
  Solamente deberian mantenerlo mas limpio y controlado de adultos q fuman y beben licor dentro de las instalaciones!",ChIJuY-_FEl-j4AR8BdN97rDSY0
47,94110.0,Park St Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.05,9.0,171731,"Park San Francisco, CA (37.73647064, -122.42577666)",37.73647064,-122.42577666,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",no reviews,ChIJjWz6tY2AhYAR0PFg6M_NCDQ
48,94110.0,HOLLY PARK,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,8.15,9.0,32,"Holly Park Cir, San Francisco, CA, (37.73720955, -122.41994010",37.73720955,-122.4199401,size_huge,Mission District,"[Neighborhood Park or Playground, size_huge, Mission District]",no reviews,ChIJYdFE6l5-j4AR3-QgVtxazOo
49,94110.0,MULLEN/PERALTA MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.45,9.0,176,"Mullen San Francisco, CA (37.74607638, -122.40880708)",37.74607638,-122.40880708,size_small,Mission District,"[Mini Park, size_small, Mission District]",no reviews,ChIJiee73FF-j4ARaPK_jJnqH7E
50,94110.0,JOSE CORONADO PLAYGROUND,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.78,9.0,60,"21st San Francisco, CA (37.75754628, -122.41510589)",37.75754628,-122.41510589,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]","Do not bring children here.  Cool if you're into bike polo and you're there for that.  Often some good local soccer games going on too... but more often than not, a hangout for local drunks and other shady types.Empty tennis courts, but a lot of vagrants and drug dealers hanging aroundHome of SF bike polo ",ChIJ_UhPpDl-j4AR1s2Kg2SAcdY
51,94110.0,BERNAL HEIGHTS PARK,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,26.34,9.0,36,"Bernal Heights Blvd, San Francisco, CA, (37.74313167, -122.41425204)",37.74313167,-122.41425204,size_huge,Mission District,"[Neighborhood Park or Playground, size_huge, Mission District]","This park gives you a weird sort of vertigo looking out at the city, like you might fall off (similar to the feeling I recall getting in the giant wrap-around IMAX theaters). It also looks impossibly idyllic if viewed from the north, just a few pretty trees on top of a cartoon hill. It is probably one of my favorite spots anywhere.I don't know why Billy Goat Hill gets so much attention because this park gives truly 360 degrees sweeping views of San Francisco. Dogs are allowed in this park (we saw TONS of dogs) and there are walk-able ways up to the top, though if you wanted to be bowl, there are shorter, vertical hikes up. Great place to bring a blanket and picnic, or to watch the sunset on clear days.The view truly is one of the best in the city. It's great to get some perspective of where you are. Careful on the some of the tracks though, the loose rocks have tripped many a person before. Great view of citys/bridges/sutros/peaks/docks/folsom/mission.Lovely vistas day or night. Great place to watch red tailed hawks. Sometimes I bring my hammock to relax and observe the #SanFranciscp Bay",ChIJjTkBklp-j4AR07A96zWiYfY
52,94110.0,Ogden Terrace Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.15,9.0,171609,"700 Ogden Ave San Francisco, CA (37.73580357, -122.41203411)",37.73580357,-122.41203411,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",no reviews,ChIJ_Q1-D_h-j4ARKf_klTX7ncY
53,94110.0,FRANKLIN SQUARE,Neighborhood Park or Playground,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,5.18,6.0,55,"16th San Francisco, CA (37.76501506, -122.4093148)",37.76501506,-122.4093148,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]","Great location WITH parking.  Unfortunately the lighting is just adequate, and the synthetic turf is hard compared to other turf fields.O989No puedo tomar las pothos",ChIJv225NzB-j4ARVlS1BRuKM7o
54,94110.0,POTRERO DEL SOL PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,4.36,10.0,49,"Potrero San Francisco, CA (37.75060695, -122.40507971)",37.75060695,-122.40507971,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]","Best skatepark in the area. Lots of room to enjoy the grassy park or watch folks skate the park.Might just be the day I went but VERY windy. Still fun for the family. Surprisingly big park, with rolling grassy hills, skateboard park, community garden, and a play structure. Not the cleanest place - you can tell teens come at night to hangout and smoke. Had restrooms, but they were locked in the Sunday we were there. A bit noisy from the freeway.My experience: 
New in the area...My son wanted to check out this park. 5 minutes in the park and we see - 2 black guys around 23 - 25 attacking a white guy punching him and taking away his phone from a backpack. The white guy runs away and his girlfriend takes his skate board and follows him. Everyone else continue skateboarding  and having fun after a bit of a shock ...Insane skate park a definite spot to check out if you're in the area. And the familia mural is amazing. ",ChIJI-kHTUx-j4ARXZWVjoYDkIQ
55,94110.0,MISSION PLAYGROUND,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.03,8.0,61,"19th San Francisco, CA (37.7592917, -122.42230064)",37.7592917,-122.42230064,size_average,Mission District,"[Neighborhood Park or Playground, size_average, Mission District]",no reviews,ChIJpXcopz1-j4ARbmHt7Xsp9e4
56,94110.0,MISSION REC CENTER,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.63,9.0,59,"2450 Harrison St San Francisco, CA (37.75813659, -122.41292225)",37.75813659,-122.41292225,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]","This is a great place to work off the ice cream you just enjoyed at Humprey Slocombe.
They have free weights, machines, ping pong, boxing, raquetball and nice music and videos. Just one caveat: don't try to work out in your jeans or topless.Great staff! What? Racquet ball courts (yes plural), a boxing ring, indoor basketball, weight gym, ping pong tables, and then some. The best part, its all free.A hidden neighborhood treasure. Gym, boxing, weights, racket ball, ping pong and fitness equipment inside. Beautiful brick, vine-covered walled courtyard between the two buildings. Small play structure.Free recreation center.",ChIJF_JAG5yAhYARzm-uN-kzGXU
57,94110.0,JURI COMMONS,Mini Park,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.32,9.0,23,"Guerrero San Francisco, CA (37.74950391, -122.42199245)",37.74950391,-122.42199245,size_small,Mission District,"[Mini Park, size_small, Mission District]",Pleasant shortcut from Guerrero to San Jose.,ChIJu5DesUF-j4ARvTGcExIJKlM
58,94110.0,PRENTISS MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.06,9.0,201,"Prentiss San Francisco, CA (37.74021712, -122.41187368)",37.74021712,-122.41187368,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]",no reviews,ChIJGWGSRFd-j4ARvFDPIwhlf0M
59,94110.0,KID POWER PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.23,6.0,191,"45 Hoff St San Francisco, CA (37.76415431, -122.42027989)",37.76415431,-122.42027989,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]","Great little park in a hidden location. Each section has something fun going on - a neat fountain, a climbing castle for little ones, and a rope dome for bigger ones.",ChIJHfdIDiN-j4ARxX7eQAiNMt8
60,94110.0,GARFIELD SQUARE,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.93,9.0,24,"26th San Francisco, CA (37.75020058, -122.4122356)",37.75020058,-122.4122356,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]","Nice soccer field with night lighting. The turf isn't that great any more due to use and patchy repair.Drunken Latinos hang out in front or on the side. Still a nice place but community park not so much. People from outside the area come and take over the playing fields.
Rick H.Decent park with playground and amenities. Came here for day of the dead and it was well worth it and at times pretty emotional with some of the personal altars.Cute little park. Cheap and okay pool at $5. Nice soccer fields. Small but good lawn area.Nice low key grass spot - boom",ChIJ4YHTU09-j4ARQw8Xk1gAMLg
61,94110.0,Good Prospect Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.11,9.0,21141,"100 Cortland Ave San Francisco, CA (37.74002499, -122.42097734)",37.74002499,-122.42097734,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",no reviews,ChIJdW-LTVx-j4ARfEg-LrkV-RU
62,94110.0,PARQUE NINOS UNIDOS,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.53,9.0,187,"23rd San Francisco, CA (37.75439053, -122.41356906)",37.75439053,-122.41356906,size_small,Mission District,"[Neighborhood Park or Playground, size_small, Mission District]","Relatively new playground with structures for little and bigger kids, a sandbox, and a grassy area for ball or running around. I believe it also has programming at different times of the day.Es un lugar ag r adable para los ninos fiestas y por supoesto muy limpio gracias por la idea de construirlo en esa zona",ChIJL3M88Ud-j4ARKOu_oLmUWiE
63,94110.0,ALIOTO MINI PARK,Mini Park,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.16,9.0,62,"20th San Francisco, CA (37.75890196, -122.41821702)",37.75890196,-122.41821702,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]","One of my favorite places in the neighborhood. A local daycare comes in the afternoons and allows the kids to run wild though. That is the only downside. The children climb on the plants/trees, waste water, hit people, scream in people's faces and spray other people in the park with water while the adults just watch. They won't even attempt to control the kids if you complain about them hitting you. If you can avoid the crazy toddler time, this is a wonderful little green space with lots of flowers, birds, snails, dragonflies, butterflies and is usually quiet.Good design and a nice use of space.  Attractive plantings.  Playground equipment is a little run down and it's a bit popular with the local transients.",ChIJsdoT9zt-j4AREyXLfbrlaGk
64,94110.0,COLERIDGE MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.21,9.0,34,"Coleridge San Francisco, CA (37.74442266, -122.41966647)",37.74442266,-122.41966647,size_huge,Mission District,"[Mini Park, size_huge, Mission District]",no reviews,ChIJ92MvQUN-j4ARyxOTOwLjAMc
65,94110.0,Dearborn Community Garden,Community Garden,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.15,8.0,137654,"59 Dearborn St San Francisco, CA (37.76237833, -122.42274353)",37.76237833,-122.42274353,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",truly an oasis so close to the valencia street madness and Dolores Park chaos. Please take time to smell the roses by the outside wall. ,ChIJAZPruCJ-j4AR4cgtL_b9khQ
66,94110.0,ST MARY'S REC CENTER,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,13.6,9.0,31,"Murray San Francisco, CA (37.73365828, -122.42064294)",37.73365828,-122.42064294,size_huge,Mission District,"[Neighborhood Park or Playground, size_huge, Mission District]","Now I know what you're thinking: why is the creepy man with the beard avatar reviewing a playground? The answer is that I'm a sucker for virtual internet points (I'm almost a Google Level 3 Guide!) and I have no shame.

Anyway, I've been here twice while babysitting my friends' toddler and he just f@#$ing loved it, so I'm passing along what I assume would be his 4 star rating. Could have gotten 5 stars if there had been more random garbage for him to attempt to put in his mouth, but you can't have it all.I don't have kids, so I don't know about the playground, but the off leash dog park is wonderful. fenced off with picnic tables, water for you and your pooch, and plenty of room to run. I live in the neighborhood and this park is looked after by the residents.Fun play structure has long walkways that connect an artificial hill on one side with a real one on the other; a metal tube slide goes from the top of the hill down. The playground is in good condition. Basketball and tennis courts adjacent and baseball field and a rec center above. Restrooms are currently portable toilets due to construction.Good playground with a huge structure and lots of activities covering a good age range.  Bathrooms available most of the time at the rec center just up the hill.  Occasional drainage problems from problematic landscaping design choices, but nothing serious.  Supports a good age range.

Fenced all around, but there are a lot of easily-opened gates at different elevation levels and some vision blockers, so maintaining a perimeter around a group of kids requires several adults -- don't expect to be able to supervise from a single fixed location.What a fantastic playground.  There's toddler swings for the little ones, lots of playground equipment for the grade schoolers, and basketball/tennis courts for teens/adults.

It's clean, welcoming and we felt safe. A big thank-you to whoever maintains it because you're doing a wonderful job.",ChIJU4G6fV9-j4AR9LEYNmsx7ZY
67,94110.0,Wolfe Lane Community Garden,Community Garden,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.05,9.0,171608,"90 Rutledge St San Francisco, CA (37.74528401, -122.4066037)",37.74528401,-122.4066037,size_tiny,Mission District,"[Community Garden, size_tiny, Mission District]",no reviews,ChIJcYZRLFJ-j4ARay6Azekc9bo
68,94110.0,PRECITA PARK,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,2.21,9.0,37,"3200 Folsom St San Francisco, CA (37.74706232, -122.41202466)",37.74706232,-122.41202466,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]","A nice park with ample grass to enjoy for a picnic, to sun and read a book or to kick the ball around.  Beware if you are a dog owner or don't like dogs as owners tend to let their dogs run off leash here.  I enjoy dogs so it is nice to see the dogs getting some exercise and chasing balls and frisbees.  I take my babe girl alot she likes it but its really a bunch of upper class yuppies that try holding there noses up at you cause you play with your kid at the parmPrecita Park is a nice green stretch that is fun to lay out in and read a book. It's kind of narrow so it's not the greatest for something like kicking a soccer ball. I went to a kids party there once and they had a bouncy house. That was a great location for a kids party. The nearby food and shops are good too, so you can grab a bite to eat and take it out on the grass.This is my local park and during spring summer and fall my wife or i bring our dog here at least once a day.  During the week, the long grass field is mostly used as a dog park and 95% of the dogs are well behaved.  The problem is the drainage of the field is horrible and during the winter's rains the park is not usuable without coating your shoes and your dog in mud.  Charlie's coffee is our morning stop and anchors the community.  The far end of the park has a fenced in children's playground and is always at least half filled with families.  It is also next to where a new coffee house is moving in from the owners of the dolores park cafe.  I'm curious to see if it can generate as much community activity.  I would sacrifice 1/3 the grass for a tenis and basketball court.  And i wish humphrey slo colm would move down the street to this park.  Yay for Precita Park! Together with the top of Bernal Hill, it pulls the community of Bernal Heigts together!Hard to believe that this scary park of he 70s is a nice place now. Glad ot see the community band together!",ChIJh6mckk9-j4ARNgSUccMhbjk
69,94110.0,JAMES ROLPH JR PLAYGROUND,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,2.93,9.0,50,"Potrero San Francisco, CA (37.7497274, -122.40623124)",37.7497274,-122.40623124,size_large,Mission District,"[Neighborhood Park or Playground, size_large, Mission District]",Ghetto as it gets but pretty chill most days had to fight a few bums Great play structures.Kind of dodgy,ChIJawsFzU1-j4ARPrjczQy4kXY
70,94111.0,JUSTIN HERMAN/EMBARCADERO PLAZA,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,4.33,3.0,138,"Clay San Francisco, CA (37.79487978, -122.39476577)",37.79487978,-122.39476577,size_large,Embarcadero North,"[Civic Plaza or Square, size_large, Embarcadero North]","Nice to see 
Great to observe, chat, and reminisce whilst eating free samples nearby 
Those were the highlights of my field trips to this place and the Ferry BuildingCool spot to come check out during a warm day. Lots of places to eat and drink nearby. It's also the famous fountain in Tony Hawk pro skater. Well I am not sure what it's like to hang out here when there isn't a superbowl city concert to watch but we certainly had fun watching One Republic put on their show here.Great lighting, ice rink during winter, and Embarcadero centers makes it a great place for hang outs. I really enjoyed being here for Super Bowl City!",ChIJWS0hyGaAhYARrci3Bdxh0fI
71,94111.0,MARITIME PLAZA,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,2.01,3.0,142,"285 Washington St San Francisco, CA (37.79560513, -122.39923889)",37.79560513,-122.39923889,size_average,Embarcadero North,"[Civic Plaza or Square, size_average, Embarcadero North]",no reviews,ChIJLTY_UGCAhYARqvWB2GQTfns
72,94111.0,SUE BIERMAN PARK,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 601-7277,4.41,3.0,143,"Clay St San Francisco, CA (37.79592597, -122.3965106)",37.79592597,-122.3965106,size_large,Embarcadero North,"[Neighborhood Park or Playground, size_large, Embarcadero North]",This is an awesome playground. This area is fun just to sit and eat a meal.Great playground here for all ages. And the big grassy field is great. Views of the city make it even better. Awesome parkリラックスできる。スペースもあるいい公園。のんびりできます。Cool square.,ChIJw3e02WCAhYARsx8Epu8bDyM
